:START_ID|:END_ID|:TYPE|order:int
#767_0|#758|BOUNDS|0
#767|#766|FACESURFACE|1
#767|#767_2|SAMESENSE|2
#769|#769_0|CFSFACES|0
#769_0|#541|CFSFACES|0
#769_0|#559|CFSFACES|1
#769_0|#574|CFSFACES|2
#769_0|#591|CFSFACES|3
#769_0|#606|CFSFACES|4
#769_0|#623|CFSFACES|5
#769_0|#638|CFSFACES|6
#769_0|#655|CFSFACES|7
#769_0|#670|CFSFACES|8
#769_0|#687|CFSFACES|9
#769_0|#702|CFSFACES|10
#769_0|#719|CFSFACES|11
#769_0|#742|CFSFACES|12
#769_0|#767|CFSFACES|13
#771|#769|OUTER|0
#772|#120|CONTEXTOFITEMS|0
#772|#772_1|REPRESENTATIONIDENTIFIER|1
#772|#772_2|REPRESENTATIONTYPE|2
#772|#772_3|ITEMS|3
#772_3|#771|ITEMS|0
#779|#6|LOCATION|0
#779|#779_1|AXIS|1
#779|#779_2|REFDIRECTION|2
#780|#779|MAPPINGORIGIN|0
#780|#772|MAPPEDREPRESENTATION|1
#784|#42|OwnerHistory|1
#784|#784_4|APPLICABLEOCCURRENCE|4
#784|#784_5|HASPROPERTYSETS|5
#784_5|#900|HASPROPERTYSETS|0
#784_5|#903|HASPROPERTYSETS|1
#784_5|#911|HASPROPERTYSETS|2
#784_5|#914|HASPROPERTYSETS|3
#784_5|#918|HASPROPERTYSETS|4
#784|#784_6|REPRESENTATIONMAPS|6
#784_6|#780|REPRESENTATIONMAPS|0
#784|#784_7|TAG|7
#784|#784_8|ELEMENTTYPE|8
#784|#784_9|PREDEFINEDTYPE|9
#788|#788_0|NAME|0
#788|#788_1|DESCRIPTION|1
#788|#788_2|CATEGORY|2
#795|#795_0|SOURCE|0
#795|#795_1|EDITION|1
#795|#795_2|EDITIONDATE|2
#795|#795_3|NAME|3
#795|#795_4|DESCRIPTION|4
#795|#795_5|LOCATION|5
#795|#795_6|REFERENCETOKENS|6
#798|#798_0|AXIS1|0
#798|#798_1|AXIS2|1
#798|#6|LOCALORIGIN|2
#798|#798_3|SCALE|3
#798|#798_4|AXIS3|4
#799|#780|MAPPINGSOURCE|0
#799|#798|MAPPINGTARGET|1
#801|#120|CONTEXTOFITEMS|0
#801|#801_1|REPRESENTATIONIDENTIFIER|1
#801|#801_2|REPRESENTATIONTYPE|2
#801|#801_3|ITEMS|3
#801_3|#799|ITEMS|0
#803|#803_0|NAME|0
#803|#803_1|DESCRIPTION|1
#803|#803_2|REPRESENTATIONS|2
#803_2|#801|REPRESENTATIONS|0
#808|#808_0|COORDINATES|0
#810|#810_0|DIRECTIONRATIOS|0
#812|#808|LOCATION|0
#812|#20|AXIS|1
#812|#810|REFDIRECTION|2
#813|#153|PLACEMENTRELTO|0
#813|#812|RELATIVEPLACEMENT|1
#815|#42|OwnerHistory|1
#815|#815_4|OBJECTTYPE|4
#815|#813|OBJECTPLACEMENT|5
#815|#803|REPRESENTATION|6
#815|#815_7|TAG|7
#815|#815_8|PREDEFINEDTYPE|8
#830|#830_0|NAME|0
#830|#830_1|DESCRIPTION|1
#830|#830_2|NOMINALVALUE|2
#830|#830_3|UNIT|3
#831|#831_0|NAME|0
#831|#831_1|DESCRIPTION|1
#831|#831_2|NOMINALVALUE|2
#831|#831_3|UNIT|3
#832|#42|OwnerHistory|1
#832|#832_4|HASPROPERTIES|4
#832_4|#830|HASPROPERTIES|0
#832_4|#831|HASPROPERTIES|1
#836|#42|OwnerHistory|1
#836|#836_4|HASPROPERTIES|4
#836_4|#830|HASPROPERTIES|0
#838|#42|OwnerHistory|1
#838|#838_4|RELATEDOBJECTS|4
#838_4|#815|RELATEDOBJECTS|0
#838|#832|RELATINGPROPERTYDEFINITION|5
#842|#42|OwnerHistory|1
#842|#842_4|RELATEDOBJECTS|4
#842_4|#815|RELATEDOBJECTS|0
#842|#836|RELATINGPROPERTYDEFINITION|5
#845|#845_0|NAME|0
#845|#845_1|DESCRIPTION|1
#845|#845_2|NOMINALVALUE|2
#845|#845_3|UNIT|3
#846|#846_0|NAME|0
#846|#846_1|DESCRIPTION|1
#846|#846_2|NOMINALVALUE|2
#846|#846_3|UNIT|3
#847|#847_0|NAME|0
#847|#847_1|DESCRIPTION|1
#847|#847_2|NOMINALVALUE|2
#847|#847_3|UNIT|3
#848|#848_0|NAME|0
#848|#848_1|DESCRIPTION|1
#848|#848_2|NOMINALVALUE|2
#848|#848_3|UNIT|3
#849|#849_0|NAME|0
#849|#849_1|DESCRIPTION|1
#849|#849_2|NOMINALVALUE|2
#849|#849_3|UNIT|3
#850|#850_0|NAME|0
#850|#850_1|DESCRIPTION|1
#850|#850_2|NOMINALVALUE|2
#850|#850_3|UNIT|3
#851|#851_0|NAME|0
#851|#851_1|DESCRIPTION|1
#851|#851_2|NOMINALVALUE|2
#851|#851_3|UNIT|3
#852|#852_0|NAME|0
#852|#852_1|DESCRIPTION|1
#852|#852_2|NOMINALVALUE|2
#852|#852_3|UNIT|3
#853|#853_0|NAME|0
#853|#853_1|DESCRIPTION|1
#853|#853_2|NOMINALVALUE|2
#853|#853_3|UNIT|3
#854|#854_0|NAME|0
#854|#854_1|DESCRIPTION|1
#854|#854_2|NOMINALVALUE|2
#854|#854_3|UNIT|3
#855|#855_0|NAME|0
#855|#855_1|DESCRIPTION|1
#855|#855_2|NOMINALVALUE|2
#855|#855_3|UNIT|3
#856|#856_0|NAME|0
#856|#856_1|DESCRIPTION|1
#856|#856_2|NOMINALVALUE|2
#856|#856_3|UNIT|3
#857|#857_0|NAME|0
#857|#857_1|DESCRIPTION|1
#857|#857_2|NOMINALVALUE|2
#857|#857_3|UNIT|3
#858|#858_0|NAME|0
#858|#858_1|DESCRIPTION|1
#858|#858_2|NOMINALVALUE|2
#858|#858_3|UNIT|3
#859|#859_0|NAME|0
#859|#859_1|DESCRIPTION|1
#859|#859_2|NOMINALVALUE|2
#859|#859_3|UNIT|3
#860|#860_0|NAME|0
#860|#860_1|DESCRIPTION|1
#860|#860_2|NOMINALVALUE|2
#860|#860_3|UNIT|3
#861|#861_0|NAME|0
#861|#861_1|DESCRIPTION|1
#861|#861_2|NOMINALVALUE|2
#861|#861_3|UNIT|3
#862|#862_0|NAME|0
#862|#862_1|DESCRIPTION|1
#862|#862_2|NOMINALVALUE|2
#862|#862_3|UNIT|3
#863|#863_0|NAME|0
#863|#863_1|DESCRIPTION|1
#863|#863_2|NOMINALVALUE|2
#863|#863_3|UNIT|3
#864|#864_0|NAME|0
#864|#864_1|DESCRIPTION|1
#864|#864_2|NOMINALVALUE|2
#864|#864_3|UNIT|3
#865|#42|OwnerHistory|1
#865|#865_4|HASPROPERTIES|4
#865_4|#845|HASPROPERTIES|0
#868|#42|OwnerHistory|1
#868|#868_4|RELATEDOBJECTS|4
#868_4|#815|RELATEDOBJECTS|0
#868|#865|RELATINGPROPERTYDEFINITION|5
#871|#42|OwnerHistory|1
#871|#871_4|HASPROPERTIES|4
#871_4|#846|HASPROPERTIES|0
#874|#42|OwnerHistory|1
#874|#874_4|RELATEDOBJECTS|4
#874_4|#815|RELATEDOBJECTS|0
#874|#871|RELATINGPROPERTYDEFINITION|5
#877|#42|OwnerHistory|1
#877|#877_4|HASPROPERTIES|4
#877_4|#848|HASPROPERTIES|0
#877_4|#849|HASPROPERTIES|1
#881|#42|OwnerHistory|1
#881|#881_4|RELATEDOBJECTS|4
#881_4|#815|RELATEDOBJECTS|0
#881|#877|RELATINGPROPERTYDEFINITION|5
#884|#42|OwnerHistory|1
#884|#884_4|HASPROPERTIES|4
#884_4|#850|HASPROPERTIES|0
#884_4|#851|HASPROPERTIES|1
#884_4|#852|HASPROPERTIES|2
#884_4|#853|HASPROPERTIES|3
#884_4|#854|HASPROPERTIES|4
#891|#42|OwnerHistory|1
#891|#891_4|RELATEDOBJECTS|4
#891_4|#815|RELATEDOBJECTS|0
#891|#884|RELATINGPROPERTYDEFINITION|5
#894|#42|OwnerHistory|1
#894|#894_4|HASPROPERTIES|4
#894_4|#847|HASPROPERTIES|0
#897|#42|OwnerHistory|1
#897|#897_4|RELATEDOBJECTS|4
#897_4|#815|RELATEDOBJECTS|0
#897|#894|RELATINGPROPERTYDEFINITION|5
#900|#42|OwnerHistory|1
#900|#900_4|HASPROPERTIES|4
#900_4|#857|HASPROPERTIES|0
#903|#42|OwnerHistory|1
#903|#903_4|HASPROPERTIES|4
#903_4|#858|HASPROPERTIES|0
#903_4|#859|HASPROPERTIES|1
#903_4|#860|HASPROPERTIES|2
#903_4|#861|HASPROPERTIES|3
#903_4|#862|HASPROPERTIES|4
#903_4|#863|HASPROPERTIES|5
#911|#42|OwnerHistory|1
#911|#911_4|HASPROPERTIES|4
#911_4|#850|HASPROPERTIES|0
#911_4|#864|HASPROPERTIES|1
#914|#42|OwnerHistory|1
#914|#914_4|HASPROPERTIES|4
#914_4|#855|HASPROPERTIES|0
#914_4|#856|HASPROPERTIES|1
#918|#42|OwnerHistory|1
#918|#918_4|HASPROPERTIES|4
#918_4|#831|HASPROPERTIES|0
#926|#6|LOCATION|0
#926|#926_1|AXIS|1
#926|#926_2|REFDIRECTION|2
#1182|#42|OwnerHistory|1
#1182|#1182_4|RELATEDOBJECTS|4
#1182_4|#155|RELATEDOBJECTS|0
#1182|#1108|RELATINGPROPERTYDEFINITION|5
#928|#928_0|COORDINATES|0
#930|#928|LOCATION|0
#930|#24|REFDIRECTION|1
#931|#931_0|PROFILETYPE|0
#931|#931_1|PROFILENAME|1
#931|#930|POSITION|2
#931|#931_3|RADIUS|3
#934|#6|LOCATION|0
#934|#934_1|AXIS|1
#934|#934_2|REFDIRECTION|2
#935|#931|SWEPTAREA|0
#935|#934|POSITION|1
#935|#20|EXTRUDEDDIRECTION|2
#935|#935_3|DEPTH|3
#936|#120|CONTEXTOFITEMS|0
#936|#936_1|REPRESENTATIONIDENTIFIER|1
#936|#936_2|REPRESENTATIONTYPE|2
#936|#936_3|ITEMS|3
#936_3|#935|ITEMS|0
#938|#6|LOCATION|0
#938|#938_1|AXIS|1
#938|#938_2|REFDIRECTION|2
#939|#938|MAPPINGORIGIN|0
#939|#936|MAPPEDREPRESENTATION|1
#941|#42|OwnerHistory|1
#941|#941_4|APPLICABLEOCCURRENCE|4
#941|#941_5|HASPROPERTYSETS|5
#941_5|#1021|HASPROPERTYSETS|0
#941_5|#1023|HASPROPERTYSETS|1
#941_5|#1026|HASPROPERTYSETS|2
#941_5|#1029|HASPROPERTYSETS|3
#941|#941_6|REPRESENTATIONMAPS|6
#941_6|#939|REPRESENTATIONMAPS|0
#941|#941_7|TAG|7
#941|#941_8|ELEMENTTYPE|8
#941|#941_9|PREDEFINEDTYPE|9
#943|#939|MAPPINGSOURCE|0
#943|#798|MAPPINGTARGET|1
#945|#120|CONTEXTOFITEMS|0
#945|#945_1|REPRESENTATIONIDENTIFIER|1
#945|#945_2|REPRESENTATIONTYPE|2
#945|#945_3|ITEMS|3
#945_3|#943|ITEMS|0
#947|#947_0|NAME|0
#947|#947_1|DESCRIPTION|1
#947|#947_2|REPRESENTATIONS|2
#947_2|#945|REPRESENTATIONS|0
#950|#950_0|COORDINATES|0
#952|#952_0|DIRECTIONRATIOS|0
#954|#954_0|DIRECTIONRATIOS|0
#956|#950|LOCATION|0
#956|#952|AXIS|1
#956|#954|REFDIRECTION|2
#957|#153|PLACEMENTRELTO|0
#957|#956|RELATIVEPLACEMENT|1
#958|#42|OwnerHistory|1
#958|#958_4|OBJECTTYPE|4
#958|#957|OBJECTPLACEMENT|5
#958|#947|REPRESENTATION|6
#958|#958_7|TAG|7
#958|#958_8|PREDEFINEDTYPE|8
#961|#961_0|NAME|0
#961|#961_1|DESCRIPTION|1
#961|#961_2|NOMINALVALUE|2
#961|#961_3|UNIT|3
#962|#42|OwnerHistory|1
#962|#962_4|HASPROPERTIES|4
#962_4|#831|HASPROPERTIES|0
#962_4|#961|HASPROPERTIES|1
#965|#42|OwnerHistory|1
#965|#965_4|HASPROPERTIES|4
#965_4|#961|HASPROPERTIES|0
#967|#42|OwnerHistory|1
#967|#967_4|RELATEDOBJECTS|4
#967_4|#958|RELATEDOBJECTS|0
#967|#962|RELATINGPROPERTYDEFINITION|5
#971|#42|OwnerHistory|1
#971|#971_4|RELATEDOBJECTS|4
#971_4|#958|RELATEDOBJECTS|0
#971|#965|RELATINGPROPERTYDEFINITION|5
#974|#974_0|NAME|0
#974|#974_1|DESCRIPTION|1
#974|#974_2|NOMINALVALUE|2
#974|#974_3|UNIT|3
#975|#975_0|NAME|0
#975|#975_1|DESCRIPTION|1
#975|#975_2|NOMINALVALUE|2
#975|#975_3|UNIT|3
#976|#976_0|NAME|0
#976|#976_1|DESCRIPTION|1
#976|#976_2|NOMINALVALUE|2
#976|#976_3|UNIT|3
#977|#977_0|NAME|0
#977|#977_1|DESCRIPTION|1
#977|#977_2|NOMINALVALUE|2
#977|#977_3|UNIT|3
#978|#978_0|NAME|0
#978|#978_1|DESCRIPTION|1
#978|#978_2|NOMINALVALUE|2
#978|#978_3|UNIT|3
#979|#979_0|NAME|0
#979|#979_1|DESCRIPTION|1
#979|#979_2|NOMINALVALUE|2
#979|#979_3|UNIT|3
#980|#980_0|NAME|0
#980|#980_1|DESCRIPTION|1
#980|#980_2|NOMINALVALUE|2
#980|#980_3|UNIT|3
#981|#981_0|NAME|0
#981|#981_1|DESCRIPTION|1
#981|#981_2|NOMINALVALUE|2
#981|#981_3|UNIT|3
#982|#982_0|NAME|0
#982|#982_1|DESCRIPTION|1
#982|#982_2|NOMINALVALUE|2
#982|#982_3|UNIT|3
#983|#983_0|NAME|0
#983|#983_1|DESCRIPTION|1
#983|#983_2|NOMINALVALUE|2
#983|#983_3|UNIT|3
#984|#984_0|NAME|0
#984|#984_1|DESCRIPTION|1
#984|#984_2|NOMINALVALUE|2
#984|#984_3|UNIT|3
#985|#985_0|NAME|0
#985|#985_1|DESCRIPTION|1
#985|#985_2|NOMINALVALUE|2
#985|#985_3|UNIT|3
#986|#42|OwnerHistory|1
#986|#986_4|HASPROPERTIES|4
#986_4|#846|HASPROPERTIES|0
#986_4|#974|HASPROPERTIES|1
#986_4|#975|HASPROPERTIES|2
#986_4|#976|HASPROPERTIES|3
#991|#42|OwnerHistory|1
#991|#991_4|RELATEDOBJECTS|4
#991_4|#958|RELATEDOBJECTS|0
#991|#986|RELATINGPROPERTYDEFINITION|5
#994|#42|OwnerHistory|1
#994|#994_4|HASPROPERTIES|4
#994_4|#977|HASPROPERTIES|0
#994_4|#978|HASPROPERTIES|1
#998|#42|OwnerHistory|1
#998|#998_4|RELATEDOBJECTS|4
#998_4|#958|RELATEDOBJECTS|0
#998|#994|RELATINGPROPERTYDEFINITION|5
#1001|#42|OwnerHistory|1
#1001|#1001_4|HASPROPERTIES|4
#1001_4|#979|HASPROPERTIES|0
#1004|#42|OwnerHistory|1
#1004|#1004_4|RELATEDOBJECTS|4
#1004_4|#958|RELATEDOBJECTS|0
#1004|#1001|RELATINGPROPERTYDEFINITION|5
#1007|#42|OwnerHistory|1
#1007|#1007_4|HASPROPERTIES|4
#1007_4|#850|HASPROPERTIES|0
#1007_4|#980|HASPROPERTIES|1
#1007_4|#981|HASPROPERTIES|2
#1007_4|#982|HASPROPERTIES|3
#1007_4|#983|HASPROPERTIES|4
#1013|#42|OwnerHistory|1
#1013|#1013_4|RELATEDOBJECTS|4
#1013_4|#958|RELATEDOBJECTS|0
#1013|#1007|RELATINGPROPERTYDEFINITION|5
#1016|#42|OwnerHistory|1
#1016|#1016_4|HASPROPERTIES|4
#1016_4|#847|HASPROPERTIES|0
#1018|#42|OwnerHistory|1
#1018|#1018_4|RELATEDOBJECTS|4
#1018_4|#958|RELATEDOBJECTS|0
#1018|#1016|RELATINGPROPERTYDEFINITION|5
#1021|#42|OwnerHistory|1
#1021|#1021_4|HASPROPERTIES|4
#1021_4|#857|HASPROPERTIES|0
#1023|#42|OwnerHistory|1
#1023|#1023_4|HASPROPERTIES|4
#1023_4|#858|HASPROPERTIES|0
#1023_4|#859|HASPROPERTIES|1
#1023_4|#860|HASPROPERTIES|2
#1023_4|#861|HASPROPERTIES|3
#1023_4|#862|HASPROPERTIES|4
#1023_4|#984|HASPROPERTIES|5
#1026|#42|OwnerHistory|1
#1026|#1026_4|HASPROPERTIES|4
#1026_4|#850|HASPROPERTIES|0
#1026_4|#985|HASPROPERTIES|1
#1029|#42|OwnerHistory|1
#1029|#1029_4|HASPROPERTIES|4
#1029_4|#831|HASPROPERTIES|0
#1037|#1037_0|NAME|0
#1037|#1037_1|DESCRIPTION|1
#1037|#1037_2|NOMINALVALUE|2
#1037|#1037_3|UNIT|3
#1038|#1038_0|NAME|0
#1038|#1038_1|DESCRIPTION|1
#1038|#1038_2|NOMINALVALUE|2
#1038|#1038_3|UNIT|3
#1039|#42|OwnerHistory|1
#1039|#1039_4|HASPROPERTIES|4
#1039_4|#1037|HASPROPERTIES|0
#1039_4|#1038|HASPROPERTIES|1
#1043|#42|OwnerHistory|1
#1043|#1043_4|RELATEDOBJECTS|4
#1043_4|#155|RELATEDOBJECTS|0
#1043|#1039|RELATINGPROPERTYDEFINITION|5
#1047|#1047_0|NAME|0
#1047|#1047_1|DESCRIPTION|1
#1047|#1047_2|NOMINALVALUE|2
#1047|#1047_3|UNIT|3
#1048|#1048_0|NAME|0
#1048|#1048_1|DESCRIPTION|1
#1048|#1048_2|NOMINALVALUE|2
#1048|#1048_3|UNIT|3
#1049|#1049_0|NAME|0
#1049|#1049_1|DESCRIPTION|1
#1049|#1049_2|NOMINALVALUE|2
#1049|#1049_3|UNIT|3
#1050|#1050_0|NAME|0
#1050|#1050_1|DESCRIPTION|1
#1050|#1050_2|NOMINALVALUE|2
#1050|#1050_3|UNIT|3
#1051|#1051_0|NAME|0
#1051|#1051_1|DESCRIPTION|1
#1051|#1051_2|NOMINALVALUE|2
#1051|#1051_3|UNIT|3
#1052|#1052_0|NAME|0
#1052|#1052_1|DESCRIPTION|1
#1052|#1052_2|NOMINALVALUE|2
#1052|#1052_3|UNIT|3
#1053|#1053_0|NAME|0
#1053|#1053_1|DESCRIPTION|1
#1053|#1053_2|NOMINALVALUE|2
#1053|#1053_3|UNIT|3
#1054|#1054_0|NAME|0
#1054|#1054_1|DESCRIPTION|1
#1054|#1054_2|NOMINALVALUE|2
#1054|#1054_3|UNIT|3
#1055|#1055_0|NAME|0
#1055|#1055_1|DESCRIPTION|1
#1055|#1055_2|NOMINALVALUE|2
#1055|#1055_3|UNIT|3
#1056|#1056_0|NAME|0
#1056|#1056_1|DESCRIPTION|1
#1056|#1056_2|NOMINALVALUE|2
#1056|#1056_3|UNIT|3
#1057|#1057_0|NAME|0
#1057|#1057_1|DESCRIPTION|1
#1057|#1057_2|NOMINALVALUE|2
#1057|#1057_3|UNIT|3
#1058|#1058_0|NAME|0
#1058|#1058_1|DESCRIPTION|1
#1058|#1058_2|NOMINALVALUE|2
#1058|#1058_3|UNIT|3
#1059|#1059_0|NAME|0
#1059|#1059_1|DESCRIPTION|1
#1059|#1059_2|NOMINALVALUE|2
#1059|#1059_3|UNIT|3
#1060|#1060_0|NAME|0
#1060|#1060_1|DESCRIPTION|1
#1060|#1060_2|NOMINALVALUE|2
#1060|#1060_3|UNIT|3
#1061|#1061_0|NAME|0
#1061|#1061_1|DESCRIPTION|1
#1061|#1061_2|NOMINALVALUE|2
#1061|#1061_3|UNIT|3
#1062|#1062_0|NAME|0
#1062|#1062_1|DESCRIPTION|1
#1062|#1062_2|NOMINALVALUE|2
#1062|#1062_3|UNIT|3
#1063|#1063_0|NAME|0
#1063|#1063_1|DESCRIPTION|1
#1063|#1063_2|NOMINALVALUE|2
#1063|#1063_3|UNIT|3
#1064|#1064_0|NAME|0
#1064|#1064_1|DESCRIPTION|1
#1064|#1064_2|NOMINALVALUE|2
#1064|#1064_3|UNIT|3
#1065|#42|OwnerHistory|1
#1065|#1065_4|HASPROPERTIES|4
#1065_4|#1047|HASPROPERTIES|0
#1068|#42|OwnerHistory|1
#1068|#1068_4|RELATEDOBJECTS|4
#1068_4|#155|RELATEDOBJECTS|0
#1068|#1065|RELATINGPROPERTYDEFINITION|5
#1071|#42|OwnerHistory|1
#1071|#1071_4|HASPROPERTIES|4
#1071_4|#1048|HASPROPERTIES|0
#1074|#42|OwnerHistory|1
#1074|#1074_4|RELATEDOBJECTS|4
#1074_4|#155|RELATEDOBJECTS|0
#1074|#1071|RELATINGPROPERTYDEFINITION|5
#1077|#42|OwnerHistory|1
#1077|#1077_4|HASPROPERTIES|4
#1077_4|#1049|HASPROPERTIES|0
#1077_4|#1050|HASPROPERTIES|1
#1077_4|#1051|HASPROPERTIES|2
#1082|#42|OwnerHistory|1
#1082|#1082_4|RELATEDOBJECTS|4
#1082_4|#155|RELATEDOBJECTS|0
#1082|#1077|RELATINGPROPERTYDEFINITION|5
#1085|#42|OwnerHistory|1
#1085|#1085_4|HASPROPERTIES|4
#1085_4|#1052|HASPROPERTIES|0
#1085_4|#1053|HASPROPERTIES|1
#1085_4|#1054|HASPROPERTIES|2
#1085_4|#1055|HASPROPERTIES|3
#1085_4|#1056|HASPROPERTIES|4
#1092|#42|OwnerHistory|1
#1092|#1092_4|RELATEDOBJECTS|4
#1092_4|#155|RELATEDOBJECTS|0
#1092|#1085|RELATINGPROPERTYDEFINITION|5
#1095|#42|OwnerHistory|1
#1095|#1095_4|HASPROPERTIES|4
#1095_4|#1057|HASPROPERTIES|0
#1098|#42|OwnerHistory|1
#1098|#1098_4|HASPROPERTIES|4
#1098_4|#1058|HASPROPERTIES|0
#1098_4|#1059|HASPROPERTIES|1
#1098_4|#1060|HASPROPERTIES|2
#1098_4|#1061|HASPROPERTIES|3
#1098_4|#1062|HASPROPERTIES|4
#1105|#42|OwnerHistory|1
#1105|#1105_4|HASPROPERTIES|4
#1105_4|#1063|HASPROPERTIES|0
#1108|#42|OwnerHistory|1
#1108|#1108_4|HASPROPERTIES|4
#1108_4|#1052|HASPROPERTIES|0
#1108_4|#1064|HASPROPERTIES|1
#1111|#42|OwnerHistory|1
#1111|#1111_4|RELATEDELEMENTS|4
#1111_4|#815|RELATEDELEMENTS|0
#1111_4|#958|RELATEDELEMENTS|1
#1111|#155|RELATINGSTRUCTURE|5
#1116|#42|OwnerHistory|1
#1116|#127|RELATINGOBJECT|4
#1116|#1116_5|RELATEDOBJECTS|5
#1116_5|#159|RELATEDOBJECTS|0
#1120|#42|OwnerHistory|1
#1120|#159|RELATINGOBJECT|4
#1120|#1120_5|RELATEDOBJECTS|5
#1120_5|#142|RELATEDOBJECTS|0
#1124|#42|OwnerHistory|1
#1124|#142|RELATINGOBJECT|4
#1124|#1124_5|RELATEDOBJECTS|5
#1124_5|#155|RELATEDOBJECTS|0
#1128|#1128_0|NAME|0
#1128|#1128_1|DESCRIPTION|1
#1128|#1128_2|NOMINALVALUE|2
#1128|#1128_3|UNIT|3
#1129|#1129_0|NAME|0
#1129|#1129_1|DESCRIPTION|1
#1129|#1129_2|NOMINALVALUE|2
#1129|#1129_3|UNIT|3
#1130|#42|OwnerHistory|1
#1130|#1130_4|HASPROPERTIES|4
#1130_4|#163|HASPROPERTIES|0
#1130_4|#1128|HASPROPERTIES|1
#1130_4|#1129|HASPROPERTIES|2
#1134|#42|OwnerHistory|1
#1134|#1134_4|HASPROPERTIES|4
#1134_4|#163|HASPROPERTIES|0
#1134_4|#831|HASPROPERTIES|1
#1136|#42|OwnerHistory|1
#1136|#1136_4|HASPROPERTIES|4
#1136_4|#163|HASPROPERTIES|0
#1136_4|#1038|HASPROPERTIES|1
#1138|#42|OwnerHistory|1
#1138|#1138_4|HASPROPERTIES|4
#1138_4|#163|HASPROPERTIES|0
#1140|#42|OwnerHistory|1
#1140|#1140_4|RELATEDOBJECTS|4
#1140_4|#142|RELATEDOBJECTS|0
#1140|#1130|RELATINGPROPERTYDEFINITION|5
#1144|#42|OwnerHistory|1
#1144|#1144_4|RELATEDOBJECTS|4
#1144_4|#142|RELATEDOBJECTS|0
#1144|#1134|RELATINGPROPERTYDEFINITION|5
#1147|#42|OwnerHistory|1
#1147|#1147_4|RELATEDOBJECTS|4
#1147_4|#142|RELATEDOBJECTS|0
#1147|#1136|RELATINGPROPERTYDEFINITION|5
#1150|#42|OwnerHistory|1
#1150|#1150_4|RELATEDOBJECTS|4
#1150_4|#142|RELATEDOBJECTS|0
#1150|#1138|RELATINGPROPERTYDEFINITION|5
#1153|#42|OwnerHistory|1
#1153|#1153_4|HASPROPERTIES|4
#1153_4|#183|HASPROPERTIES|0
#1155|#42|OwnerHistory|1
#1155|#1155_4|RELATEDOBJECTS|4
#1155_4|#142|RELATEDOBJECTS|0
#1155|#1153|RELATINGPROPERTYDEFINITION|5
#1158|#42|OwnerHistory|1
#1158|#1158_4|RELATEDOBJECTS|4
#1158_4|#784|RELATEDOBJECTS|0
#1158_4|#815|RELATEDOBJECTS|1
#1158_4|#941|RELATEDOBJECTS|2
#1158_4|#958|RELATEDOBJECTS|3
#1158|#788|RELATINGMATERIAL|5
#1165|#42|OwnerHistory|1
#1165|#1165_4|RELATEDOBJECTS|4
#1165_4|#815|RELATEDOBJECTS|0
#1165|#784|RELATINGTYPE|5
#1169|#42|OwnerHistory|1
#1169|#1169_4|RELATEDOBJECTS|4
#1169_4|#958|RELATEDOBJECTS|0
#1169|#941|RELATINGTYPE|5
#1173|#42|OwnerHistory|1
#1173|#1173_4|RELATEDOBJECTS|4
#1173_4|#155|RELATEDOBJECTS|0
#1173|#1095|RELATINGPROPERTYDEFINITION|5
#1176|#42|OwnerHistory|1
#1176|#1176_4|RELATEDOBJECTS|4
#1176_4|#155|RELATEDOBJECTS|0
#1176|#1098|RELATINGPROPERTYDEFINITION|5
#1179|#42|OwnerHistory|1
#1179|#1179_4|RELATEDOBJECTS|4
#1179_4|#155|RELATEDOBJECTS|0
#1179|#1105|RELATINGPROPERTYDEFINITION|5
